name,mass (g),fall,year,reclat,reclong,GeoLocation
Shaw,17500.0,Found,1937.0,39.53333,-103.33333,"(39.53333, -103.33333)"
Shields,9780.0,Found,1962.0,38.7,-100.35,"(38.7, -100.35)"
Shingle Springs,39000.0,Found,1869.0,38.66667,-120.93333,"(38.66667, -120.93333)"
Shrewsbury,12000.0,Found,1907.0,39.76667,-76.66667,"(39.76667, -76.66667)"
Sidney,6000.0,Found,1941.0,41.05,-102.9,"(41.05, -102.9)"
Sierra Blanca,405.0,Found,1784.0,27.15,-104.9,"(27.15, -104.9)"
Sierra County,1000.0,Found,1962.0,33.0,-107.5,"(33.0, -107.5)"
Signal Mountain,63500.0,Found,1919.0,32.5,-115.5,"(32.5, -115.5)"
Silver Bell,5100.0,Found,1939.0,32.48333,-111.56667,"(32.48333, -111.56667)"
Silver Crown,11600.0,Found,1887.0,41.23333,-104.98333,"(41.23333, -104.98333)"
Silverton (Texas),2576.0,Found,1938.0,34.53333,-101.18333,"(34.53333, -101.18333)"
Slaton,1070.0,Found,1941.0,33.43333,-101.75,"(33.43333, -101.75)"
Slovak,8220.0,Found,1962.0,34.65,-91.58333,"(34.65, -91.58333)"
Smith Center,1585.0,Found,1937.0,39.83333,-99.01667,"(39.83333, -99.01667)"
Smithland,5000.0,Found,1839.0,37.13333,-88.4,"(37.13333, -88.4)"
Smithonia,69900.0,Found,1940.0,34.0,-83.16667,"(34.0, -83.16667)"
Smith's Mountain,5000.0,Found,1863.0,36.41667,-80.0,"(36.41667, -80.0)"
Smithville,70500.0,Found,1840.0,35.98333,-85.85,"(35.98333, -85.85)"
Social Circle,99300.0,Found,1927.0,33.7,-83.7,"(33.7, -83.7)"
Sombrerete,10000.0,Found,1958.0,23.63333,-103.66667,"(23.63333, -103.66667)"
Somervell County,11800.0,Found,1919.0,32.18333,-97.8,"(32.18333, -97.8)"
Soper,3700.0,Found,1938.0,34.03333,-95.58333,"(34.03333, -95.58333)"
South Bend,2500.0,Found,1893.0,41.65,-86.21667,"(41.65, -86.21667)"
South Byron,6000.0,Found,1915.0,43.03333,-78.03333,"(43.03333, -78.03333)"
Spearman,10400.0,Found,1934.0,36.25,-101.21667,"(36.25, -101.21667)"
Springfield,3200.0,Found,1937.0,37.38333,-102.63333,"(37.38333, -102.63333)"
Springfield (b),229.3,Found,1937.0,37.48333,-102.67667,"(37.48333, -102.67667)"
Springwater,67600.0,Found,1931.0,52.0,-108.3,"(52.0, -108.3)"
St. Ann,373.5,Found,1938.0,40.45,-100.75,"(40.45, -100.75)"
St. Francois County,3600.0,Found,1863.0,37.75,-90.5,"(37.75, -90.5)"
St. Genevieve County,244500.0,Found,1888.0,37.96667,-90.31667,"(37.96667, -90.31667)"
St. Peter,6800.0,Found,1957.0,39.4,-100.03333,"(39.4, -100.03333)"
Staunton,43500.0,Found,1869.0,38.21667,-79.05,"(38.21667, -79.05)"
Sterley,1724.8,Found,1950.0,34.21,-101.39,"(34.21, -101.39)"
Sterling,679.5,Found,1900.0,40.6,-103.18333,"(40.6, -103.18333)"
Stoneham,5000.0,Found,1960.0,40.63783,-103.69717,"(40.63783, -103.69717)"
Stonington,2700.0,Found,1942.0,37.28333,-102.2,"(37.28333, -102.2)"
Sublette,1300.0,Found,1952.0,37.5,-100.83333,"(37.5, -100.83333)"
Summit,1000.0,Found,1890.0,34.2,-86.48333,"(34.2, -86.48333)"
Surprise Springs,1500.0,Found,1899.0,34.16667,-115.91667,"(34.16667, -115.91667)"
Sweetwater,1760.0,Found,1961.0,32.55,-100.41667,"(32.55, -100.41667)"
Tacoma,16.7,Found,1925.0,47.25,-122.41667,"(47.25, -122.41667)"
Tafoya (a),270.0,Found,1951.0,36.45,-104.1,"(36.45, -104.1)"
Tafoya (b),490.0,Found,1951.0,36.45,-104.1,"(36.45, -104.1)"
Taiban,25000.0,Found,1934.0,34.45,-104.01667,"(34.45, -104.01667)"
Talpa,13000.0,Found,1963.0,31.86667,-99.58333,"(31.86667, -99.58333)"
Tatum,1787.0,Found,1938.0,33.23333,-103.44167,"(33.23333, -103.44167)"
Tazewell,27000.0,Found,1853.0,36.43333,-83.75,"(36.43333, -83.75)"
Tell,16600.0,Found,1930.0,34.38333,-100.4,"(34.38333, -100.4)"
Temple,5000.0,Found,1959.0,31.11667,-97.3,"(31.11667, -97.3)"
Teocaltiche,10000.0,Found,1903.0,21.43333,-102.56667,"(21.43333, -102.56667)"
Texline,26200.0,Found,1937.0,36.4,-103.01667,"(36.4, -103.01667)"
Thomson,218.0,Found,1888.0,33.46667,-82.48333,"(33.46667, -82.48333)"
Thoreau,500.0,Found,1954.0,35.28333,-108.26667,"(35.28333, -108.26667)"
Thurlow,5500.0,Found,1888.0,44.75,-77.58333,"(44.75, -77.58333)"
Tlacotepec,71000.0,Found,1903.0,18.65,-97.55,"(18.65, -97.55)"
Tobe,5386.0,Found,1963.0,37.2,-103.58333,"(37.2, -103.58333)"
Toluca,3000000.0,Found,1776.0,19.56667,-99.56667,"(19.56667, -99.56667)"
Tombigbee River,43000.0,Found,1859.0,32.23333,-88.2,"(32.23333, -88.2)"
Tomhannock Creek,1500.0,Found,1863.0,42.88333,-73.6,"(42.88333, -73.6)"
Tonganoxie,11800.0,Found,1886.0,39.08333,-95.11667,"(39.08333, -95.11667)"
Toulon,1214.5,Found,1962.0,41.11667,-89.80833,"(41.11667, -89.80833)"
Travis County (a),175400.0,Found,1889.0,30.3,-97.7,"(30.3, -97.7)"
Travis County (b),5900.0,Found,1889.0,30.55556,-97.95278,"(30.55556, -97.95278)"
Trenton,505000.0,Found,1858.0,43.36667,-88.13333,"(43.36667, -88.13333)"
Tryon,15900.0,Found,1934.0,41.55,-100.96667,"(41.55, -100.96667)"
Tucson,975000.0,Found,1850.0,31.85,-110.96667,"(31.85, -110.96667)"
Tulia (a),86000.0,Found,1917.0,34.61667,-101.95,"(34.61667, -101.95)"
Tulia (b),4800.0,Found,1917.0,34.53333,-101.7,"(34.53333, -101.7)"
Turtle River,22390.0,Found,1953.0,47.6,-94.76667,"(47.6, -94.76667)"
Twentynine Palms,19700.0,Found,1944.0,34.075,-116.01667,"(34.075, -116.01667)"
Twin City,5130.0,Found,1955.0,32.58333,-82.01667,"(32.58333, -82.01667)"
Two Buttes (a),19700.0,Found,1962.0,37.63333,-102.41667,"(37.63333, -102.41667)"
Ulysses,3900.0,Found,1927.0,37.6,-101.25,"(37.6, -101.25)"
Umbarger,13000.0,Found,1954.0,34.95,-102.1175,"(34.95, -102.1175)"
Union County,6800.0,Found,1853.0,34.75,-84.0,"(34.75, -84.0)"
Ute Creek,1000.0,Found,1936.0,36.2,-103.9,"(36.2, -103.9)"
Uvalde,8200.0,Found,1915.0,29.2,-99.76667,"(29.2, -99.76667)"
Uwharrie,72700.0,Found,1930.0,35.51667,-79.96667,"(35.51667, -79.96667)"
Valentine,2300.0,Found,1942.0,42.93333,-100.75,"(42.93333, -100.75)"
Valley Wells,129.9,Found,1929.0,35.46667,-115.66667,"(35.46667, -115.66667)"
Ventura,7700.0,Found,1953.0,34.25,-119.3,"(34.25, -119.3)"
Venus,1013.0,Found,1960.0,32.4,-97.08333,"(32.4, -97.08333)"
Vigo Park,35.0,Found,1934.0,34.68333,-101.38333,"(34.68333, -101.38333)"
Vulcan,19000.0,Found,1962.0,50.51667,-113.13333,"(50.51667, -113.13333)"
Waconda,50000.0,Found,1873.0,39.33333,-98.16667,"(39.33333, -98.16667)"
Wagon Mound,87500.0,Found,1932.0,35.84083,-104.58583,"(35.84083, -104.58583)"
Waka,11875.0,Found,1963.0,36.15,-101.05,"(36.15, -101.05)"
Waldo,1300.0,Found,1937.0,39.1,-98.83333,"(39.1, -98.83333)"
Waldron Ridge,13600.0,Found,1887.0,36.63333,-83.83333,"(36.63333, -83.83333)"
Walker County,74800.0,Found,1832.0,34.0,-87.16667,"(34.0, -87.16667)"
Wallapai,430000.0,Found,1927.0,35.8,-113.7,"(35.8, -113.7)"
Walltown,1600.0,Found,1956.0,37.325,-84.71667,"(37.325, -84.71667)"
Waltman,23410.0,Found,1948.0,43.0,-107.16667,"(43.0, -107.16667)"
Washington County,5750.0,Found,1927.0,39.7,-103.16667,"(39.7, -103.16667)"
Waterville,37125.0,Found,1917.0,47.767778,-119.876389,"(47.767778, -119.876389)"
Wathena,566.0,Found,1939.0,39.81667,-94.91667,"(39.81667, -94.91667)"
Watonga,5025.0,Found,1960.0,35.833333,-98.4,"(35.833333, -98.4)"
Weatherford,2000.0,Found,1926.0,35.5,-98.7,"(35.5, -98.7)"
Weaver Mountains,38800.0,Found,1898.0,34.25,-112.75,"(34.25, -112.75)"
Weldona,27700.0,Found,1934.0,40.35,-103.95,"(40.35, -103.95)"
Welland,8200.0,Found,1888.0,43.01667,-79.21667,"(43.01667, -79.21667)"
Wellington,13400.0,Found,1955.0,34.95,-100.25,"(34.95, -100.25)"
Wellman (a),55000.0,Found,1940.0,33.03333,-102.33333,"(33.03333, -102.33333)"
Western Arkansas,1750.0,Found,1890.0,35.0,-94.0,"(35.0, -94.0)"
Whitman,221.0,Found,1937.0,42.03333,-101.5,"(42.03333, -101.5)"
Wichita County,145000.0,Found,1836.0,34.06667,-98.91667,"(34.06667, -98.91667)"
Wickenburg (stone),9200.0,Found,1940.0,33.96667,-112.73333,"(33.96667, -112.73333)"
Wilburton,207.8,Found,1940.0,37.08333,-101.76667,"(37.08333, -101.76667)"
Wiley,3500.0,Found,1938.0,38.15,-102.66667,"(38.15, -102.66667)"
Willamette,15500000.0,Found,1902.0,45.36667,-122.58333,"(45.36667, -122.58333)"
Willard (b),12700.0,Found,1934.0,34.5,-105.83333,"(34.5, -105.83333)"
Williston,7645.0,Found,1962.0,47.98333,-103.65,"(47.98333, -103.65)"
Willow Creek,51000.0,Found,1914.0,43.46667,-106.76667,"(43.46667, -106.76667)"
Willowdale,3000.0,Found,1951.0,37.53333,-98.36667,"(37.53333, -98.36667)"
Wilmot,2000.0,Found,1944.0,37.38333,-96.86667,"(37.38333, -96.86667)"
Winona,24000.0,Found,1928.0,35.2,-111.4,"(35.2, -111.4)"
Withrow,8732.0,Found,1950.0,47.70667,-119.83,"(47.70667, -119.83)"
Woodbine,48200.0,Found,1953.0,42.34667,-90.1675,"(42.34667, -90.1675)"
Wood's Mountain,3867.0,Found,1918.0,35.68333,-82.18333,"(35.68333, -82.18333)"
Woodward County,45500.0,Found,1923.0,36.5,-99.5,"(36.5, -99.5)"
Wooster,22700.0,Found,1858.0,40.76667,-81.95,"(40.76667, -81.95)"
Wray (a),281.7,Found,1936.0,40.05,-102.2,"(40.05, -102.2)"
Wray (b),3884.0,Found,1938.0,40.33083,-102.19583,"(40.33083, -102.19583)"
Yanhuitlan,421000.0,Found,1825.0,17.53333,-97.35,"(17.53333, -97.35)"
York (iron),835.0,Found,1878.0,40.75,-97.5,"(40.75, -97.5)"
York (stone),1440.0,Found,1928.0,40.86667,-97.6,"(40.86667, -97.6)"
Yorktown (Texas),3500.0,Found,1957.0,28.95,-97.40278,"(28.95, -97.40278)"
Ysleta,140700.0,Found,1914.0,31.65,-106.18333,"(31.65, -106.18333)"
Zacatecas (1792),1000000.0,Found,1792.0,22.81667,-102.56667,"(22.81667, -102.56667)"
Zaffra,3000.0,Found,1919.0,35.0,-94.75,"(35.0, -94.75)"
Zenda,3700.0,Found,1955.0,42.51333,-88.48944,"(42.51333, -88.48944)"
