name,mass (g),fall,year,reclat,reclong,GeoLocation
Harriman (Of),30000.0,Found,1947.0,35.95,-84.56667,"(35.95, -84.56667)"
Harriman (Om),13000.0,Found,1938.0,35.95,-84.56667,"(35.95, -84.56667)"
Harrison Township,3263.0,Found,1945.0,38.33333,-101.71167,"(38.33333, -101.71167)"
Harrisonville,46500.0,Found,1933.0,38.65,-94.33333,"(38.65, -94.33333)"
Haskell,36000.0,Found,1909.0,33.21333,-99.73167,"(33.21333, -99.73167)"
Hasparos,12880.0,Found,1935.0,34.0,-105.5,"(34.0, -105.5)"
Hassayampa,16000.0,Found,1963.0,33.75,-112.66667,"(33.75, -112.66667)"
Hat Creek,8900.0,Found,1939.0,42.91667,-104.41667,"(42.91667, -104.41667)"
Hatfield,21.0,Found,1941.0,34.48333,-94.45,"(34.48333, -94.45)"
Haven,6100.0,Found,1950.0,37.96417,-97.75583,"(37.96417, -97.75583)"
Haviland (a),1035.0,Found,1937.0,37.61667,-99.1,"(37.61667, -99.1)"
Hawk Springs,367.0,Found,1935.0,41.78333,-104.28333,"(41.78333, -104.28333)"
Hayden Creek,270.0,Found,1895.0,45.0,-114.0,"(45.0, -114.0)"
Hayes Center,4500.0,Found,1941.0,40.51667,-101.03333,"(40.51667, -101.03333)"
Hendersonville,6000.0,Found,1901.0,35.31667,-81.46667,"(35.31667, -81.46667)"
Hesston,12900.0,Found,1951.0,38.11667,-97.43333,"(38.11667, -97.43333)"
Hildreth,3060.0,Found,1894.0,40.33333,-99.03333,"(40.33333, -99.03333)"
Hill City,11700.0,Found,1947.0,39.36667,-99.85,"(39.36667, -99.85)"
Hobbs,2300.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)"
Hobbs (b),1600.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)"
Holland's Store,12200.0,Found,1887.0,34.36667,-85.43333,"(34.36667, -85.43333)"
Holliday,12.0,Found,1950.0,33.75,-98.83333,"(33.75, -98.83333)"
Holly,299.0,Found,1937.0,38.06667,-102.1,"(38.06667, -102.1)"
Holyoke,11200.0,Found,1933.0,40.56667,-102.3,"(40.56667, -102.3)"
Hope,6800.0,Found,1955.0,33.68333,-93.6,"(33.68333, -93.6)"
Hopper,1800.0,Found,1889.0,36.55,-79.78333,"(36.55, -79.78333)"
Horace,19700.0,Found,1940.0,38.35,-101.78333,"(38.35, -101.78333)"
Horse Creek,570.0,Found,1937.0,37.58333,-102.76667,"(37.58333, -102.76667)"
Howe,8630.0,Found,1938.0,33.5,-96.6,"(33.5, -96.6)"
Hugo (stone),80.0,Found,1936.0,39.13333,-103.48333,"(39.13333, -103.48333)"
Hugoton,350000.0,Found,1927.0,37.2,-101.35,"(37.2, -101.35)"
Huizopa,140000.0,Found,1907.0,28.9,-108.56667,"(28.9, -108.56667)"
Hunter,74600.0,Found,1962.0,36.56,-97.66667,"(36.56, -97.66667)"
Huntsman,14500.0,Found,1910.0,41.18333,-103.0,"(41.18333, -103.0)"
Ider,140000.0,Found,1957.0,34.68333,-85.65,"(34.68333, -85.65)"
Illinois Gulch,2500.0,Found,1899.0,46.68333,-112.55,"(46.68333, -112.55)"
Imperial,4.0,Found,1908.0,32.86667,-115.58333,"(32.86667, -115.58333)"
Indian Valley,14100.0,Found,1887.0,36.93333,-80.5,"(36.93333, -80.5)"
Indianola,4000.0,Found,1939.0,40.23333,-100.41667,"(40.23333, -100.41667)"
Ingalls,226.0,Found,1937.0,37.83333,-100.45,"(37.83333, -100.45)"
Ioka,31500.0,Found,1931.0,40.25,-110.08333,"(40.25, -110.08333)"
Iredell,1500.0,Found,1898.0,31.96667,-97.86667,"(31.96667, -97.86667)"
Iron Creek,175000.0,Found,1869.0,53.0,-112.0,"(53.0, -112.0)"
Iron River,1420.0,Found,1889.0,46.07944,-88.55972,"(46.07944, -88.55972)"
Ivanpah,58000.0,Found,1880.0,35.33333,-115.31667,"(35.33333, -115.31667)"
Jackson County,450.0,Found,1846.0,36.41667,-85.5,"(36.41667, -85.5)"
Jamestown,4000.0,Found,1885.0,46.61667,-98.5,"(46.61667, -98.5)"
Jenkins,55400.0,Found,1946.0,36.82444,-93.76111,"(36.82444, -93.76111)"
Jenny's Creek,12000.0,Found,1883.0,37.9,-82.38333,"(37.9, -82.38333)"
Jerome (Idaho),6800.0,Found,1954.0,42.63333,-114.83333,"(42.63333, -114.83333)"
Jerome (Kansas),29600.0,Found,1894.0,38.76667,-100.73333,"(38.76667, -100.73333)"
Joe Wright Mountain,42600.0,Found,1884.0,35.76667,-91.5,"(35.76667, -91.5)"
Johnson City,10400.0,Found,1937.0,37.55,-101.68333,"(37.55, -101.68333)"
Jonah,1304.0,Found,1963.0,30.625,-97.53333,"(30.625, -97.53333)"
Jonesboro,30.0,Found,1891.0,36.3,-82.46667,"(36.3, -82.46667)"
Junction,241.0,Found,1932.0,30.5,-99.83333,"(30.5, -99.83333)"
Kennard,8200.0,Found,1961.0,41.48333,-96.16667,"(41.48333, -96.16667)"
Kalkaska,9399.0,Found,1947.0,44.64694,-85.13667,"(44.64694, -85.13667)"
Kansas City (1903),36000.0,Found,1903.0,39.1,-94.63333,"(39.1, -94.63333)"
Karval,1104.0,Found,1936.0,38.71667,-103.51667,"(38.71667, -103.51667)"
Kaufman,23000.0,Found,1893.0,32.58333,-96.41667,"(32.58333, -96.41667)"
Kearney,10000.0,Found,1934.0,40.68333,-99.06667,"(40.68333, -99.06667)"
Keen Mountain,6690.0,Found,1950.0,37.21667,-82.0,"(37.21667, -82.0)"
Kelly,44300.0,Found,1937.0,40.46667,-103.03333,"(40.46667, -103.03333)"
Kendall County,21000.0,Found,1887.0,29.4,-98.5,"(29.4, -98.5)"
Kenton County,194000.0,Found,1889.0,38.81667,-84.6,"(38.81667, -84.6)"
Keyes,142000.0,Found,1939.0,36.71667,-102.5,"(36.71667, -102.5)"
Kimble County,153800.0,Found,1918.0,30.41667,-99.4,"(30.41667, -99.4)"
Kingfisher,8180.0,Found,1950.0,35.83333,-97.93333,"(35.83333, -97.93333)"
Kingston,12900.0,Found,1891.0,32.9,-107.73333,"(32.9, -107.73333)"
Kinsella,3720.0,Found,1946.0,53.2,-111.43333,"(53.2, -111.43333)"
Klamath Falls,17000.0,Found,1952.0,42.16667,-121.85,"(42.16667, -121.85)"
Knowles,161000.0,Found,1903.0,36.9,-100.21667,"(36.9, -100.21667)"
Kofa,490.0,Found,1893.0,33.5,-114.0,"(33.5, -114.0)"
Kokomo,1800.0,Found,1862.0,40.48333,-86.36667,"(40.48333, -86.36667)"
Kress (a),12500.0,Found,1951.0,34.35833,-101.73,"(34.35833, -101.73)"
La Grange,50800.0,Found,1860.0,38.4,-85.36667,"(38.4, -85.36667)"
La Lande,30000.0,Found,1933.0,34.45,-104.13333,"(34.45, -104.13333)"
La Porte,14540.0,Found,1900.0,41.6,-86.71667,"(41.6, -86.71667)"
La Villa,19800.0,Found,1956.0,26.27167,-97.90167,"(26.27167, -97.90167)"
Ladder Creek,35100.0,Found,1937.0,38.61667,-101.63333,"(38.61667, -101.63333)"
Lafayette (stone),800.0,Found,1931.0,40.41667,-86.88333,"(40.41667, -86.88333)"
Lahoma,21800.0,Found,1963.0,36.38333,-98.08333,"(36.38333, -98.08333)"
Lake Murray,270000.0,Found,1933.0,34.1,-97.0,"(34.1, -97.0)"
Laketon,3600.0,Found,1937.0,35.56667,-100.66667,"(35.56667, -100.66667)"
Lakewood,46500.0,Found,1955.0,32.62972,-104.35,"(32.62972, -104.35)"
Lamont,38690.0,Found,1940.0,38.07778,-96.02639,"(38.07778, -96.02639)"
Lancaster County,13000.0,Found,1903.0,40.66667,-96.75,"(40.66667, -96.75)"
Landes,69800.0,Found,1930.0,38.9,-79.18333,"(38.9, -79.18333)"
Lanton,13780.0,Found,1932.0,36.53333,-91.8,"(36.53333, -91.8)"
Lasher Creek,639.5,Found,1948.0,42.83333,-74.5,"(42.83333, -74.5)"
Laurens County,2150.0,Found,1857.0,34.5,-82.03333,"(34.5, -82.03333)"
Lawrence,515.0,Found,1928.0,38.96667,-95.16667,"(38.96667, -95.16667)"
Leander,760.0,Found,1940.0,30.6,-97.9,"(30.6, -97.9)"
Leon,30000.0,Found,1943.0,37.66667,-96.76667,"(37.66667, -96.76667)"
Leoville,8100.0,Found,1961.0,39.63333,-100.46722,"(39.63333, -100.46722)"
Lexington County,4760.0,Found,1880.0,34.0,-81.25,"(34.0, -81.25)"
Lick Creek,1240.0,Found,1879.0,35.66667,-80.25,"(35.66667, -80.25)"
Lime Creek,20000.0,Found,1834.0,31.55,-87.51667,"(31.55, -87.51667)"
Lincoln County,4500.0,Found,1937.0,39.36667,-103.16667,"(39.36667, -103.16667)"
Linville,442.0,Found,1882.0,35.86667,-81.91667,"(35.86667, -81.91667)"
Linwood,46000.0,Found,1940.0,41.43333,-96.96667,"(41.43333, -96.96667)"
Little Spring Creek,2950.0,Found,1937.0,37.68333,-105.7,"(37.68333, -105.7)"
Livingston (Montana),1600.0,Found,1936.0,45.6,-110.58333,"(45.6, -110.58333)"
Livingston (Tennessee),235.0,Found,1937.0,36.41667,-85.25,"(36.41667, -85.25)"
Lockney,824.0,Found,1944.0,34.15,-101.3,"(34.15, -101.3)"
Locust Grove,10000.0,Found,1857.0,33.33333,-84.1,"(33.33333, -84.1)"
Logan,1315.0,Found,1918.0,36.58333,-100.2,"(36.58333, -100.2)"
Lombard,7000.0,Found,1953.0,46.1,-111.4,"(46.1, -111.4)"
Lonaconing,1400.0,Found,1888.0,39.41667,-79.15,"(39.41667, -79.15)"
Long Island,564000.0,Found,1891.0,39.93333,-99.6,"(39.93333, -99.6)"
Loomis,3020.0,Found,1933.0,40.46667,-99.5,"(40.46667, -99.5)"
Loop,5600.0,Found,1962.0,32.9,-102.28333,"(32.9, -102.28333)"
Lorenzo,611.9,Found,1941.0,41.03333,-102.88333,"(41.03333, -102.88333)"
Loreto,94800.0,Found,1896.0,26.01667,-111.36667,"(26.01667, -111.36667)"
Los Reyes,19500.0,Found,1897.0,19.26667,-97.28333,"(19.26667, -97.28333)"
Lost Creek,4018.0,Found,1916.0,39.12417,-98.16778,"(39.12417, -98.16778)"
Lost Lake,11.0,Found,1931.0,37.65,-105.73333,"(37.65, -105.73333)"
Losttown,3000.0,Found,1868.0,34.25,-84.5,"(34.25, -84.5)"
Lubbock,1457.8,Found,1938.0,33.6,-101.73333,"(33.6, -101.73333)"
Lucerne Valley 001,15.8,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 002,5.8,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 003,7.5,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 004,37.4,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 005,3.1,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 006,26.9,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucerne Valley 007,4.8,Found,1963.0,34.5,-116.95,"(34.5, -116.95)"
Lucky Hill,20500.0,Found,1885.0,17.9,-77.63333,"(17.9, -77.63333)"
Luis Lopez,7000.0,Found,1896.0,34.0,-106.96667,"(34.0, -106.96667)"
Lushton,6700.0,Found,1914.0,40.74972,-97.74972,"(40.74972, -97.74972)"
Lusk,46.0,Found,1940.0,42.76667,-104.35,"(42.76667, -104.35)"
Madoc,168000.0,Found,1854.0,44.5,-77.46667,"(44.5, -77.46667)"
Manitouwabing,39000.0,Found,1962.0,45.44,-79.87556,"(45.44, -79.87556)"
Mapleton,49000.0,Found,1939.0,42.18333,-95.71667,"(42.18333, -95.71667)"
Marion (Kansas),2890.0,Found,1955.0,38.36667,-97.03333,"(38.36667, -97.03333)"
Marlow,68000.0,Found,1936.0,34.6,-97.91667,"(34.6, -97.91667)"
Marshall County,6800.0,Found,1860.0,37.0,-88.25,"(37.0, -88.25)"
Marsland,6850.0,Found,1933.0,42.45,-103.3,"(42.45, -103.3)"
Mart,7140.0,Found,1898.0,31.5,-96.88333,"(31.5, -96.88333)"
Mayday,6900.0,Found,1955.0,39.47444,-96.925,"(39.47444, -96.925)"
Mayodan,15400.0,Found,1920.0,36.38333,-79.86667,"(36.38333, -79.86667)"
McAddo,1100.0,Found,1935.0,33.75,-100.93333,"(33.75, -100.93333)"
McKinney,150000.0,Found,1870.0,33.18333,-96.71667,"(33.18333, -96.71667)"
McLean,4300.0,Found,1939.0,35.23333,-100.6,"(35.23333, -100.6)"
Melrose (a),36400.0,Found,1933.0,34.38333,-103.61667,"(34.38333, -103.61667)"
Melvern Lake,7746.0,Found,1950.0,38.525,-95.78056,"(38.525, -95.78056)"
Mereta,1417.5,Found,1941.0,31.42611,-100.13333,"(31.42611, -100.13333)"
Mertzon,3720.0,Found,1943.0,31.26667,-100.83333,"(31.26667, -100.83333)"
Mesa Verde Park,3500.0,Found,1922.0,37.16667,-108.5,"(37.16667, -108.5)"
Miami,57700.0,Found,1930.0,35.66667,-100.6,"(35.66667, -100.6)"
Midland,34.0,Found,1960.0,44.75,-79.88333,"(44.75, -79.88333)"
Miller (Kansas),970.0,Found,1950.0,38.625,-96.02278,"(38.625, -96.02278)"
Mincy,89400.0,Found,1857.0,36.55,-93.1,"(36.55, -93.1)"
Mission,12000.0,Found,1949.0,43.31667,-100.76667,"(43.31667, -100.76667)"
Misteca,10000.0,Found,1804.0,16.8,-97.1,"(16.8, -97.1)"
Moctezuma,1700.0,Found,1889.0,29.8,-109.66667,"(29.8, -109.66667)"
Modoc (1948),1800.0,Found,1948.0,38.5,-101.1,"(38.5, -101.1)"
Monahans (1938),27900.0,Found,1938.0,31.48333,-102.88333,"(31.48333, -102.88333)"
Morland,295000.0,Found,1890.0,39.33333,-100.06667,"(39.33333, -100.06667)"
Morrill,1387.0,Found,1920.0,42.18333,-103.93333,"(42.18333, -103.93333)"
Morristown,16300.0,Found,1887.0,36.2,-83.38333,"(36.2, -83.38333)"
Mosca,6220.0,Found,1942.0,37.63333,-105.83333,"(37.63333, -105.83333)"
Mosquero,1800.0,Found,1963.0,35.75,-103.93333,"(35.75, -103.93333)"
Mount Joy,384000.0,Found,1887.0,39.78333,-77.21667,"(39.78333, -77.21667)"
Mount Morris (New York),12.5,Found,1897.0,42.7,-77.88333,"(42.7, -77.88333)"
Mount Morris (Wisconsin),676.0,Found,1937.0,44.0,-89.25,"(44.0, -89.25)"
Mount Ouray,900.0,Found,1898.0,38.41667,-106.21667,"(38.41667, -106.21667)"
Mount Vernon,159000.0,Found,1868.0,36.93333,-87.4,"(36.93333, -87.4)"
Mulberry Draw,9716.0,Found,1963.0,35.63333,-100.13333,"(35.63333, -100.13333)"
Murfreesboro,8600.0,Found,1847.0,35.83333,-86.41667,"(35.83333, -86.41667)"
Muroc,18.4,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)"
Muroc Dry Lake,223.0,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)"
Murphy,7700.0,Found,1899.0,35.1,-84.03333,"(35.1, -84.03333)"
Naruna (a),672.3,Found,1935.0,30.95,-98.26667,"(30.95, -98.26667)"
Naruna (b),513.3,Found,1942.0,30.95,-98.28333,"(30.95, -98.28333)"
Nashville (iron),18000.0,Found,1934.0,35.96667,-77.96667,"(35.96667, -77.96667)"
Nashville (stone),25000.0,Found,1939.0,37.45,-98.41667,"(37.45, -98.41667)"
Navajo,2184000.0,Found,1921.0,35.33333,-109.5,"(35.33333, -109.5)"
Nazareth (a),44.0,Found,1938.0,34.5,-102.25,"(34.5, -102.25)"
Needles,45300.0,Found,1962.0,34.44417,-114.8325,"(34.44417, -114.8325)"
Neenach,13800.0,Found,1948.0,34.8,-118.5,"(34.8, -118.5)"
Nelson County,73030.0,Found,1856.0,37.75,-85.5,"(37.75, -85.5)"
Ness County (1894),82000.0,Found,1894.0,38.5,-99.6,"(38.5, -99.6)"
Ness County (1938),652.0,Found,1938.0,38.48333,-99.91667,"(38.48333, -99.91667)"
New Almelo,8000.0,Found,1917.0,39.66667,-100.0,"(39.66667, -100.0)"
New Baltimore,20000.0,Found,1922.0,40.0,-78.85,"(40.0, -78.85)"
New Leipzig,20000.0,Found,1936.0,46.36667,-101.95,"(46.36667, -101.95)"
New Mexico,130.0,Found,1935.0,34.5,-107.0,"(34.5, -107.0)"
New Westville,4800.0,Found,1941.0,39.8,-84.81667,"(39.8, -84.81667)"
Newport,5600.0,Found,1923.0,35.6,-91.26667,"(35.6, -91.26667)"
Newsom,892.0,Found,1939.0,37.6,-105.83333,"(37.6, -105.83333)"
Niagara,115.0,Found,1879.0,48.0,-97.93333,"(48.0, -97.93333)"
Norcateur,3200.0,Found,1940.0,39.81667,-100.2,"(39.81667, -100.2)"
Nordheim,15150.0,Found,1932.0,28.86667,-97.61667,"(28.86667, -97.61667)"
Norfolk,23000.0,Found,1907.0,36.9,-76.3,"(36.9, -76.3)"
Northampton,353.0,Found,1963.0,42.31667,-72.63333,"(42.31667, -72.63333)"
Nuevo Laredo,500.0,Found,1950.0,27.5,-99.5,"(27.5, -99.5)"
Oakley (iron),111000.0,Found,1926.0,42.33333,-113.7,"(42.33333, -113.7)"
Oakley (stone),27700.0,Found,1895.0,38.95,-101.01667,"(38.95, -101.01667)"
Oberlin,2500.0,Found,1911.0,39.8,-100.51667,"(39.8, -100.51667)"
Odessa (iron),1600000.0,Found,1922.0,31.71667,-102.4,"(31.71667, -102.4)"
Ogallala,3300.0,Found,1918.0,41.16667,-101.66667,"(41.16667, -101.66667)"
Okechobee,1000.0,Found,1916.0,26.68333,-80.8,"(26.68333, -80.8)"
Oktibbeha County,156.0,Found,1854.0,33.5,-89.0,"(33.5, -89.0)"
Olton,953.0,Found,1948.0,34.16722,-102.13361,"(34.16722, -102.13361)"
Oroville,24500.0,Found,1893.0,39.68333,-121.63333,"(39.68333, -121.63333)"
Oscuro Mountains,3600.0,Found,1895.0,33.63333,-106.38333,"(33.63333, -106.38333)"
Oshkosh,144.8,Found,1961.0,44.07694,-88.56278,"(44.07694, -88.56278)"
Osseo,46300.0,Found,1931.0,47.63333,-80.08333,"(47.63333, -80.08333)"
Otis,2600.0,Found,1940.0,38.53333,-99.05,"(38.53333, -99.05)"
Ovid,6169.0,Found,1939.0,40.96667,-102.4,"(40.96667, -102.4)"
Ovid (b),860.0,Found,1943.0,40.75833,-102.375,"(40.75833, -102.375)"
Owens Valley,192800.0,Found,1913.0,37.46667,-118.0,"(37.46667, -118.0)"
Ozona,127500.0,Found,1929.0,30.73333,-101.3,"(30.73333, -101.3)"
Palmersville,9979.0,Found,1908.0,36.4665,-88.60283,"(36.4665, -88.60283)"
Palo Blanco Creek,1482.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)"
Paloduro,3000.0,Found,1935.0,34.9,-101.21667,"(34.9, -101.21667)"
Parma Canyon,2150.0,Found,1940.0,43.8,-117.0,"(43.8, -117.0)"
Paulding County,725.0,Found,1901.0,34.0,-84.8,"(34.0, -84.8)"
Peck's Spring,1600.0,Found,1926.0,32.0,-102.0,"(32.0, -102.0)"
Peetz,11500.0,Found,1937.0,40.95,-103.08333,"(40.95, -103.08333)"
Penokee,3580.0,Found,1947.0,39.35,-99.91667,"(39.35, -99.91667)"
Perryville,17500.0,Found,1906.0,37.73333,-89.85,"(37.73333, -89.85)"
Persimmon Creek,5000.0,Found,1893.0,35.05,-84.23333,"(35.05, -84.23333)"
Phillips County (pallasite),1360.0,Found,1935.0,40.45,-102.38333,"(40.45, -102.38333)"
Picacho,22000.0,Found,1952.0,33.2,-105.0,"(33.2, -105.0)"
Pickens County,400.0,Found,1908.0,34.5,-84.5,"(34.5, -84.5)"
Pierceville (iron),100000.0,Found,1917.0,37.86667,-100.66667,"(37.86667, -100.66667)"
Pierceville (stone),2125.0,Found,1939.0,37.86667,-100.66667,"(37.86667, -100.66667)"
Pima County,210.0,Found,1947.0,32.2,-111.0,"(32.2, -111.0)"
Pine Bluffs,2700.0,Found,1935.0,41.18333,-104.06667,"(41.18333, -104.06667)"
Pine River,3600.0,Found,1931.0,44.21667,-89.1,"(44.21667, -89.1)"
Piñon,17850.0,Found,1928.0,32.66667,-105.1,"(32.66667, -105.1)"
Pinto Mountains,17900.0,Found,1954.0,34.0,-115.78333,"(34.0, -115.78333)"
Pipe Creek,13600.0,Found,1887.0,29.68333,-98.91667,"(29.68333, -98.91667)"
Pittsburg,600.0,Found,1850.0,40.43333,-80.0,"(40.43333, -80.0)"
Plainview (1917),700000.0,Found,1917.0,34.11667,-101.78333,"(34.11667, -101.78333)"
Plainview (1950),2200.0,Found,1950.0,34.11667,-101.78333,"(34.11667, -101.78333)"
Plainview (c),631.0,Found,1963.0,34.125,-101.75667,"(34.125, -101.75667)"
Pleasanton,2300.0,Found,1935.0,38.18333,-94.71667,"(38.18333, -94.71667)"
Plymouth,14000.0,Found,1893.0,41.33333,-86.31667,"(41.33333, -86.31667)"
Point of Rocks (iron),18000.0,Found,1956.0,36.5,-104.5,"(36.5, -104.5)"
Point of Rocks (stone),800.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)"
Pony Creek,4642.0,Found,1947.0,31.66333,-99.95,"(31.66333, -99.95)"
Portis,30.0,Found,1959.0,39.56667,-98.68333,"(39.56667, -98.68333)"
Potter,261000.0,Found,1941.0,41.23333,-103.3,"(41.23333, -103.3)"
Prairie Dog Creek,2900.0,Found,1893.0,39.63333,-100.5,"(39.63333, -100.5)"
Providence,6804.0,Found,1903.0,38.56667,-85.23333,"(38.56667, -85.23333)"
Puente del Zacate,30790.0,Found,1904.0,27.86667,-101.5,"(27.86667, -101.5)"
Puente-Ladron,7.7,Found,1944.0,34.4,-106.85,"(34.4, -106.85)"
Putnam County,32700.0,Found,1839.0,33.25,-83.25,"(33.25, -83.25)"
Quartz Mountain,4832.0,Found,1935.0,37.2,-116.7,"(37.2, -116.7)"
Quinn Canyon,1450000.0,Found,1908.0,38.08333,-115.53333,"(38.08333, -115.53333)"
Rancho de la Pila (1882),46500.0,Found,1882.0,24.11667,-104.3,"(24.11667, -104.3)"
Ransom,15000.0,Found,1938.0,38.61667,-99.93333,"(38.61667, -99.93333)"
Reager,230.0,Found,1948.0,39.78333,-100.0,"(39.78333, -100.0)"
Red River,800000.0,Found,1808.0,32.0,-95.0,"(32.0, -95.0)"
Red Willow,2750.0,Found,1899.0,40.25,-100.5,"(40.25, -100.5)"
Reed City,20000.0,Found,1895.0,43.86667,-85.51667,"(43.86667, -85.51667)"
Republican River,135.0,Found,1942.0,40.08333,-98.91667,"(40.08333, -98.91667)"
Rhineland,6240.0,Found,1961.0,33.53333,-99.61667,"(33.53333, -99.61667)"
Richland,50600.0,Found,1951.0,31.9,-96.4,"(31.9, -96.4)"
Ridgecrest,9.69,Found,1958.0,35.58333,-117.56667,"(35.58333, -117.56667)"
Rifle,102700.0,Found,1948.0,38.51667,-107.83333,"(38.51667, -107.83333)"
Riverton,103.3,Found,1960.0,50.94,-96.99167,"(50.94, -96.99167)"
Rodeo,44000.0,Found,1852.0,25.33333,-104.66667,"(25.33333, -104.66667)"
Rolla (1936),440.0,Found,1936.0,37.11667,-101.6,"(37.11667, -101.6)"
Rolla (1939),207.5,Found,1939.0,37.11667,-101.6,"(37.11667, -101.6)"
Rolla (1941),435.0,Found,1941.0,37.08333,-101.6,"(37.08333, -101.6)"
Rolla (d),50.0,Found,1942.0,37.08333,-101.6,"(37.08333, -101.6)"
Romero,17200.0,Found,1938.0,35.76667,-102.95,"(35.76667, -102.95)"
Rosamond Dry Lake,850.0,Found,1940.0,34.83333,-118.06667,"(34.83333, -118.06667)"
Rosebud,54900.0,Found,1915.0,30.81667,-97.05,"(30.81667, -97.05)"
Round Top (a),9935.0,Found,1934.0,30.05806,-96.65139,"(30.05806, -96.65139)"
Round Top (b),7166.0,Found,1939.0,30.06667,-96.7,"(30.06667, -96.7)"
Roy (1933),47200.0,Found,1933.0,35.95,-104.2,"(35.95, -104.2)"
Roy (1934),5619.0,Found,1934.0,35.95,-104.2,"(35.95, -104.2)"
Ruff's Mountain,53070.0,Found,1844.0,34.3,-81.4,"(34.3, -81.4)"
Rush County,4300.0,Found,1948.0,39.5,-85.5,"(39.5, -85.5)"
Rush Creek,9300.0,Found,1938.0,38.61667,-102.71667,"(38.61667, -102.71667)"
Rushville,50.0,Found,1866.0,39.61667,-85.45,"(39.61667, -85.45)"
Russel Gulch,13200.0,Found,1863.0,39.8,-105.5,"(39.8, -105.5)"
Sacramento Mountains,237200.0,Found,1890.0,32.91667,-104.66667,"(32.91667, -104.66667)"
Salina,235.0,Found,1908.0,38.98333,-111.85,"(38.98333, -111.85)"
Saline,30800.0,Found,1901.0,39.4,-100.4,"(39.4, -100.4)"
Salt Lake City,875.0,Found,1869.0,40.91667,-111.66667,"(40.91667, -111.66667)"
Salt River,3600.0,Found,1850.0,37.95,-85.78333,"(37.95, -85.78333)"
Sam's Valley,6920.0,Found,1894.0,42.53333,-122.875,"(42.53333, -122.875)"
San Angelo,88000.0,Found,1897.0,31.41667,-100.35,"(31.41667, -100.35)"
San Emigdio,36000.0,Found,1887.0,36.0,-119.0,"(36.0, -119.0)"
San Francisco del Mezquital,7500.0,Found,1868.0,23.48333,-104.36667,"(23.48333, -104.36667)"
San Francisco Mountains,1700.0,Found,1920.0,35.0,-112.0,"(35.0, -112.0)"
San José,532.0,Found,1944.0,24.7,-99.08333,"(24.7, -99.08333)"
San Pedro Springs,72.0,Found,1887.0,29.5,-98.5,"(29.5, -98.5)"
Sand Draw,1200.0,Found,1947.0,40.81667,-102.25,"(40.81667, -102.25)"
Sanderson,6800.0,Found,1936.0,30.13333,-102.15,"(30.13333, -102.15)"
Sandia Mountains,45000.0,Found,1925.0,35.25,-106.5,"(35.25, -106.5)"
Sandtown,9350.0,Found,1938.0,35.93333,-91.63333,"(35.93333, -91.63333)"
Santa Apolonia,1316000.0,Found,1872.0,19.21667,-98.3,"(19.21667, -98.3)"
Santa Rosalia,1631.0,Found,1950.0,27.33333,-112.33333,"(27.33333, -112.33333)"
Santiago Papasquiero,119500.0,Found,1958.0,24.5,-106.0,"(24.5, -106.0)"
Sardis,800000.0,Found,1940.0,32.94889,-81.865,"(32.94889, -81.865)"
Savannah,60000.0,Found,1923.0,35.16667,-88.18333,"(35.16667, -88.18333)"
Scott City,2135.0,Found,1905.0,38.46667,-100.93333,"(38.46667, -100.93333)"
Scottsville,10000.0,Found,1867.0,36.76667,-86.16667,"(36.76667, -86.16667)"
Scurry,118000.0,Found,1937.0,32.5,-101.0,"(32.5, -101.0)"
Seagraves,13000.0,Found,1962.0,32.93333,-102.58333,"(32.93333, -102.58333)"
Seguin,750.0,Found,1956.0,39.36667,-100.63333,"(39.36667, -100.63333)"
Seibert (a),3500.0,Found,1941.0,39.3,-102.83333,"(39.3, -102.83333)"
Selden,1560.0,Found,1960.0,39.53333,-100.56667,"(39.53333, -100.56667)"
Seligman,2200.0,Found,1949.0,35.28333,-112.86667,"(35.28333, -112.86667)"
Selma,140600.0,Found,1906.0,32.4,-87.0,"(32.4, -87.0)"
Seminole,43900.0,Found,1961.0,32.68333,-102.61667,"(32.68333, -102.61667)"
Seneca,1900.0,Found,1936.0,39.83333,-96.06667,"(39.83333, -96.06667)"
Seneca Falls,4000.0,Found,1850.0,42.91667,-76.78333,"(42.91667, -76.78333)"
Seneca Township,11500.0,Found,1923.0,41.78333,-84.18333,"(41.78333, -84.18333)"
Seymour,25900.0,Found,1940.0,37.2375,-92.78694,"(37.2375, -92.78694)"
Shafter Lake,3027.0,Found,1933.0,32.4,-102.58333,"(32.4, -102.58333)"
Shallowater,4650.0,Found,1936.0,33.7,-101.93333,"(33.7, -101.93333)"
